,Unnamed: 0,sentence,label
1811,1811,تنها سلبریتی که عشق بینشون واقعی هستش از دید من,"""غیرتنفر"""
1812,1812,به پای هم پیر بشید,"""غیرتنفر"""
1813,1813,برازنده ملیونها ساعت خوشبختی هستید حسود هم هرگز نیاسود,"""غیرتنفر"""
1814,1814,چقد هردوتون دوست داشتنی هستین وبهم میاین,"""غیرتنفر"""
1815,1815,بانوی زیبا خوشبخت باشین کنار هم,"""غیرتنفر"""
1816,1816,فرشته چقد خشگلی تو لنتی,"""غیرتنفر"""
1817,1817,چقد قشنگین چقد خوبه آدم شما تا رو کنار هم میبینه,"""غیرتنفر"""
1818,1818,شانسمون از ی افغانیم کمتر بود,"""تنفر"""
1819,1819,فرشته و نوید عزیز بابت میهمان نوازینون کمال تشکر رو دارم خیلی خوش گذشت,"""غیرتنفر"""
1820,1820,اقا دویست شش نیست اون روز تو خیابون دیدی اشتباه بوده,"""غیرتنفر"""
1821,1821,الی شوما خانوم فرشته حوسینی,"""غیرتنفر"""
1822,1822,کاش مام یکی همینجوری داشتیم,"""غیرتنفر"""
1823,1823,حالتون عجیب و جالبه انگار همو خیلی درک میکنید,"""غیرتنفر"""
1824,1824,همینطور بمونید و تصویر ذهنی ما رو از عشق و دوست داشتن خودتون خراب نکنید,"""غیرتنفر"""
1825,1825,انشاالله همیشه سلامت باشید خانم فرشته حسینی و آقای نوید محمدزاده عزیز و نازنینم,"""غیرتنفر"""
1826,1826,عشقتون پایدار حال دلتون خوش,"""غیرتنفر"""
1827,1827,عشقتون ابدی خیلی دوست داشتنی هستین,"""غیرتنفر"""
1828,1828,پیک امید باش و پیام آور بهار,"""غیرتنفر"""
1829,1829,چقدر حس خوبی به آدم میدی دختر,"""غیرتنفر"""
1830,1830,به هم میاین عشقتون جاوید,"""غیرتنفر"""
1831,1831,خوشحالم ازاینهمه عشق و دوست داشتن براتون حال دل خوب آرزو می‌کنم,"""غیرتنفر"""
1832,1832,یکدونه از این عشقها لطفا خداجون,"""غیرتنفر"""
1833,1833,امیدوارم بمونین به پای هم,"""غیرتنفر"""
1834,1834,یه جفت کراش در تصویر موجود است,"""غیرتنفر"""
1835,1835,میدونم توهم مشکل هایی تو زندگیت داری و تلاش میکنی که به هدف هات برسی و مشکلاتت تموم بشه اما دعای امروز من اینه که اول از همه سالم و سرحال باشی و مشکلاتت حل بشه و به هرچیزی که تو هدفت هست برسی,"""غیرتنفر"""
1836,1836,خیلی به هم میاید هنرمندان دوستداشتنی,"""غیرتنفر"""
1837,1837,بکوب لایکو به افتخار افغانستانی‌های عزیز,"""غیرتنفر"""
1838,1838,برای من ی ساعت همون یه ساعته,"""غیرتنفر"""
1839,1839,زیباترین زوجزیبا‌ترین قابزیباترین عشق,"""غیرتنفر"""
1840,1840,آره والا کنار نوید عشق زمان معنی نداره,"""غیرتنفر"""
1841,1841,خیلی خوب بود کنار ادمای خوب کلا  ثانیه,"""غیرتنفر"""
1842,1842,الهی الهی که خوشبخت باشید و عاشق همیشه,"""غیرتنفر"""
1843,1843,فرشتهه این نوید کراش همه ملت ایرانی بود مرسی ک کراشمون رو مخشو زدی,"""غیرتنفر"""
1844,1844,بمونید برای همچقد لحظات عاشقانه تان دیدنی و لذت بخشه,"""غیرتنفر"""
1845,1845,تو این عکس اصلا خوب نیفتادی,"""تنفر"""
1846,1846,چشم بد ازتون دور باشه الهی چقدر بهم میایید,"""غیرتنفر"""
1847,1847,زیباترین‌ها و دوست داشتنی ترینی‌ها,"""غیرتنفر"""
1848,1848,اولین کامنت فرشته اجی پین کن,"""غیرتنفر"""
1849,1849, عالیه جملش آشنا نیست,"""غیرتنفر"""
1850,1850,چشم بدخواهاتون کور شوه الهی,"""غیرتنفر"""
1851,1851, بچه تون ماه میشه قطعا,"""غیرتنفر"""
1852,1852,سادگی و زیبایی و اصالت این دختر شبیه اروپایی‌ها می‌مونه,"""غیرتنفر"""
1853,1853,دوتا عشق در یک قاب,"""غیرتنفر"""
1854,1854,دخت افغان زمین انشالله پایدار باشید,"""غیرتنفر"""
1855,1855,ای خدا چقدر خوبید آخه,"""غیرتنفر"""
1856,1856,فرشته دخترک وطنم همیشه خوش باشی جانم,"""غیرتنفر"""
1857,1857,ای جونم شما چقد قشنگیدد,"""غیرتنفر"""
1858,1858,چقدر شما قشنگین کنار هم,"""غیرتنفر"""
1859,1859,این زوج رو که میبینم یاد جشواره فجر میوفتم,"""غیرتنفر"""
1860,1860,موفق باشی خواهر عزیزم همشهری گلم,"""غیرتنفر"""
1861,1861,سیارهی ما,"""غیرتنفر"""
1862,1862,ولی شما خیلی به هم میاین,"""غیرتنفر"""
1863,1863,عزیزای دلمیدشمادوتاعشقهاالهی بمونیدواسه همدیگه تادنیادنیاست,"""غیرتنفر"""
1864,1864,الهی خوشبخت بشین درکنار هم,"""غیرتنفر"""
1865,1865,من چند تا دوست افغان داشتم خیلی بامعرفتن,"""غیرتنفر"""
1866,1866,جفتتون کنار هم قشنگین اخه,"""غیرتنفر"""
1867,1867,واقعا که بستگی داره کنار کی باشی,"""غیرتنفر"""
1868,1868,الهی همیشه خوش سالم باشید,"""غیرتنفر"""
1869,1869,دوتا پرنده‌ی عاشق از دودیار ولی با یک قلب بهم پیوند خورده,"""غیرتنفر"""
1870,1870,درست نیست ولی یکی گف اینا یکروزی از هم طلاق میگیرن,"""غیرتنفر"""
1871,1871,دل تو ویران دل مه ویران رو موجا رفت گل عشقما,"""غیرتنفر"""
1872,1872,دوتا از اسطوره‌های سینمای ایران,"""غیرتنفر"""
1873,1873,چقد شما کنار هم خوبین لنتیا,"""غیرتنفر"""
1874,1874,از چشم بد بدور باشین,"""غیرتنفر"""
1875,1875,فک کنم زیبایی اگ تصویر بود شما زیباترین تصوری یا قاب جهان میشیدید,"""غیرتنفر"""
1876,1876,واسه جنگ کشورت خودت و هلاک کردی انقدر استوری گذاشتی ولی واسه اکراین ی استوری هم نزاشتی متاسفانه شما فقط برای کشورت دهنت باز بود,"""تنفر"""
1877,1877,خیلی قشنگید انشالله به پای هم پیر بشید,"""غیرتنفر"""
1878,1878,عشقتون پایدار فرشته و نوید عزیز,"""غیرتنفر"""
1879,1879,نوید لیاقت تو خیلی بیشتر از ی بیوه افغانیه,"""تنفر"""
1880,1880,چرا انقد جذاب و خواستنی,"""غیرتنفر"""
1881,1881,حیف دختر کرد نبود رفتی اینو گرفتی,"""تنفر"""
1882,1882, چرا خودتو خفه میکردی برای افغانستان چرا برای جنگ اکراین هیچی نمیگی چرا برای بدبختی مردم ایران هیچی نمیگی کنار دستیت و خودت هنربند حکومتی هستین هیچ ارزشی برای ادمایی که اگاهن ندارین دوره شمام تموم میشه یه روز,"""تنفر"""
1883,1883,الان نیکی مظفری پایه تمام پیج‌ها و بیکارترین ادم روی زمین کامنت میزاره,"""غیرتنفر"""
1884,1884,خداروشکر این دفعه آدمونه بودید,"""تنفر"""
1885,1885,هنوز باورش نمیشه انگار زن برد پیت شده نوید سه تا هزار تومن بدو بدو حراجش کردم,"""تنفر"""
1886,1886,اره معلومه دوستش داری جایزه که واست جور میکنه تو جشنوارهکلی فیلم واست جورکرده که بازی کنی,"""تنفر"""
1887,1887,چقدر من این زوج و دوس دارم,"""غیرتنفر"""
1888,1888,چقدر به هم میاین واقعاایشالله همیشه شاد و خرم در کنار همدیگر باشیددوستتون داریم,"""غیرتنفر"""
1889,1889,از شماها آدم فقط آرامش میگیره,"""غیرتنفر"""
1890,1890,خداوکیلی تو به چیه نوید دل بستی خوشت اومد شبیه مردای  و  سالس,"""تنفر"""
1891,1891,وای خیلی خوشگلیدعشقتون پایدار قشنگام,"""غیرتنفر"""
1892,1892,عشقتون تا ابد یک روز پایدار دختر وطنم,"""غیرتنفر"""
1893,1893,اندر تن من جان و رگ و خون همه اوست,"""غیرتنفر"""
1894,1894,فرشته من خیلی تو رو دوست دارم,"""غیرتنفر"""
1895,1895,چقدر شماها به هم میاین,"""غیرتنفر"""
1896,1896,لبخند از ته وجود و همیشگی فرشته رو خریدارم چه امنیتی داره کنار مردی ک فقط برای خودشه,"""غیرتنفر"""
1897,1897,پایدار باشید در کنار هم,"""غیرتنفر"""
1898,1898,دوتا آدمین شما دوتا دل عاشق,"""غیرتنفر"""
1899,1899,جان من است علی دایی,"""غیرتنفر"""
1900,1900,تنها کاپل دوست داشتنی سینمای ایران,"""غیرتنفر"""
1901,1901,چه قدر کنار هم قشنگینا,"""غیرتنفر"""
1902,1902,آخه چی می‌کشی تو,"""تنفر"""
1903,1903,چشم بد دور از عشقتون,"""غیرتنفر"""
1904,1904,چقدر من شمارو دوستون دارم,"""غیرتنفر"""
1905,1905,خوش بکنی دادامنظورم زندگی بود از بس که منحرفین,"""تنفر"""
1906,1906,مهرتون پایدار و عمرتون ماندگار و عشقتون پایدار,"""غیرتنفر"""
1907,1907,همیشه شاد باشید در کنار هم,"""غیرتنفر"""
1908,1908,عشقای من خیلی دوستتون دارم,"""غیرتنفر"""
1909,1909,امیدوارم همیشه همینطور باشید پر از شور و نشاط و عشق,"""غیرتنفر"""
1910,1910,بمانید برای هم تا ابد دنیاخوشسلامتسعادتمند,"""غیرتنفر"""
1911,1911,کنار آقاتون یک ساعت چند دقیقه اس,"""غیرتنفر"""
1912,1912,الهی که همیشه کنار هم بخندید شاد باشید هموطن,"""غیرتنفر"""
1913,1913,حس میکنم اولین باره میبینم نوید میخنده,"""غیرتنفر"""
1914,1914,مهم نبست چن دقیقه است,"""غیرتنفر"""
1915,1915,فرشته جان چه جوری مخشو زدیدمت گرم,"""غیرتنفر"""
1916,1916,سکینه هم اسم قشنگی بود چرا عوض کردی,"""غیرتنفر"""
1917,1917,چرا میگی متولد  هستی متولد  هستی مد شده سن هاتونو میارید پایین,"""تنفر"""
1918,1918,چقدر دنیا رو قشنگ میکنین,"""غیرتنفر"""
1919,1919,سکینه حسینی بودی اصرار داری بگی فرشته هستی,"""تنفر"""
1920,1920,رسما به عشقتون غبطه می‌خورم حال خوبتون و درک می‌کنم جنس عاشق بودنتون و درک می‌کنم پایدار باشید و لذتش و ببرید,"""غیرتنفر"""
1921,1921,نوید چ عجب پشماشو زد,"""غیرتنفر"""
1922,1922,خدا ی زن افغان قسمت ما هم بکنه,"""غیرتنفر"""
1923,1923,دیگ موهاتو کوتاه نکن مو بلندبیشتر بت میاد,"""غیرتنفر"""
1924,1924,چقدر شما کنار هم قشنگین,"""غیرتنفر"""
1925,1925,وعشق تو عشق تو و ناز تو سوز منو سلز تو,"""غیرتنفر"""
1926,1926,کجاش قشنگه اخه همه ریختین قشنگه قشنگه,"""تنفر"""
1927,1927,ای جان عشق از نگاهشون میباره,"""غیرتنفر"""
1928,1928,کنار هم خوش باشید نوید و فرشته عزیز,"""غیرتنفر"""
1929,1929,چه دختر ساده و قشنگی,"""غیرتنفر"""
1930,1930,ان شااهمیشه سالم و شاد کنار هم بخیر و خوشی زنگی کنید,"""غیرتنفر"""
1931,1931,ماشاله نوید بهت ساخته تپل شدی,"""غیرتنفر"""
1932,1932,قشنگین همیشه قشنگ بمونین باهم,"""غیرتنفر"""
1933,1933,قشنگین همیشه قشنگ بمونین باهم,"""غیرتنفر"""
1934,1934,زیبایید شما چقد کلی عشق برای شما,"""غیرتنفر"""
1935,1935,به جای عکس خودت عکس اوکراین و بذارر حال و هوای بدی داریم,"""تنفر"""
1936,1936,جواد شدی رفتی پی کارت تا قبل نوید چقدر خوشتیپ بودی,"""غیرتنفر"""
1937,1937,عزیزم هر دوتونو دوست دارم خوشحال باشید,"""غیرتنفر"""
1938,1938,از دید قوانین فیزیک انیشتین یک ساعت در کنار یار یک لحظه کوتاهه,"""غیرتنفر"""
1939,1939,عکسای خوب بگیرید بابا این چیه هردوتاتونم بد افتادید,"""تنفر"""
1940,1940,خوشبخت باشید همیشه به یاری خدا,"""غیرتنفر"""
1941,1941,کلاه قرمزی با نسبیت انیشتین آشنایی کامل داشت,"""غیرتنفر"""
1942,1942,خانم حسینی کوردی یادگرفتی از همسرتون,"""غیرتنفر"""
1943,1943,چرا اصلا حرف نمیزنی واقعا وای,"""تنفر"""
1944,1944,ایشلله به پای یک کرهکیفه بیرن,"""غیرتنفر"""
1945,1945,برقرار و مستدام کنار یکدیگر پاینده باشید,"""غیرتنفر"""
1946,1946,خدایی خیلی قشنگین بمونین برای هم,"""غیرتنفر"""
1947,1947,یک ساعت دقیقه ست اونم دقیقه هم پیش مادر و پدرمونیم که تاج سرمونن,"""غیرتنفر"""
1948,1948,مردم هزار چهره یه جاهایی یه چیز دیگه کامنت میزارین,"""تنفر"""
1949,1949,همیشه کنار هم خوشو خرم باشید,"""غیرتنفر"""
1950,1950,چقدر دیدن شما دوتا کنار هم حس خوبی داره ,"""غیرتنفر"""
1951,1951,چقد خوبه که عشقتون به نمایش میذارین یه انرژی مثبت عجیبی به ادم میده,"""غیرتنفر"""
1952,1952,بینهایت عکس قشنگیهماشالله به جفتتون,"""غیرتنفر"""
1953,1953,چه خفنید اولین کسایی هطتین که واسه عشق حرمت قائلید دمتون گرم,"""غیرتنفر"""
1954,1954,بسه بابا حالمونو بهم زدی,"""تنفر"""
1955,1955,چقدر ماهی فرشته جونمواظب پسرمون باش مهربون,"""غیرتنفر"""
1956,1956,عشق فیک نوید خودتو با این عشق فیک خراب نکن,"""تنفر"""
1957,1957,اخه شما چجوری انقد خوبین,"""غیرتنفر"""
1958,1958,چه قد به هم میایین عزیزای دلم,"""غیرتنفر"""
1959,1959,دو روز دیگه اینا هم مثل بقیه میرینن به هم و طلاقفعلا اولشه,"""تنفر"""
1960,1960,سکینه جان اون روسری را سرت کن,"""تنفر"""
1961,1961,اه اه افغانیی حالم ازت بهم میخوره چندش,"""تنفر"""
1962,1962,خوشبخت باشین خوش قلب‌ها,"""غیرتنفر"""
1963,1963,واقعا به آدمش بستگی داره,"""غیرتنفر"""
1964,1964,باسلام درود فراوان بشما فرشته زیبایی مواظب داداش نوید ما باش چراکه من خیلی دوست دارمش طرفدارشم نمیدونم که فکرمیکنم دوست فاو مه ولی هست حس حس عجیبیه من سیستانی ام ودوستتون دارم,"""غیرتنفر"""
1965,1965,شاد باشید وپر از حس نسیم وگل سرخ,"""غیرتنفر"""
1966,1966,آخه عشق‌ها پاینده باشید,"""غیرتنفر"""
1967,1967,باشه ولی شما کنار هم خیلی قشنگید,"""غیرتنفر"""
1968,1968,اگه رو کار باشی یه ساعت اندازه یه لحظه است,"""غیرتنفر"""
1969,1969,سلام زنده باشی نوید جان بهترین‌ها را برات آرزو میکنم,"""غیرتنفر"""
1970,1970,خیلی کنار هم قشنگید بمونید برای هم همیشه,"""غیرتنفر"""
1971,1971,فرشته زیبا نوید مرد کرد دوست داشنتی,"""غیرتنفر"""
1972,1972,یکم چاق شدی صورتت بانمکترشده دخترجان,"""غیرتنفر"""
1973,1973,زیبا دیدن صادقانه عشق ورزیدن به ملیت نیاز نداره به قلب بی شیله پیله و آزاده دیدن نیاز داره,"""غیرتنفر"""
1974,1974,چه طوری سکینه خوش میگذره کنار نوید دو,"""تنفر"""
1975,1975,براتون بهترینارو آرزو میکنم عزیزم عشقتون پایدار حال دلتون خوش,"""غیرتنفر"""
1976,1976,مواظب سلطان باش فرشته خانوم,"""غیرتنفر"""
1977,1977,موفق وسربلند همشهری عزیزخانم حسینی ونوید عزیز زوج دوست داشتی وعاشق انشالله که تمام آرزوهاتون خاطره بشن یاعلی,"""غیرتنفر"""
1978,1978,چه عجب یه عکس قشنگ و طبیعی گذاشتید,"""تنفر"""
1979,1979,مانا باشید در کنار هم,"""غیرتنفر"""
1980,1980,این خانوم چقدر ساده خوشگله,"""غیرتنفر"""
1981,1981,داریم شیکتر از شما ,"""تنفر"""
1982,1982,باید باشن آدمهای عاشق محترمی که زیبا زندگی کنن که عشق را به همه ما یاد آوری کنند باید باشند که عشق و محبت را فراموش نکنیم عشقتون و احترامتون جاودان,"""غیرتنفر"""
1983,1983,قولفونشون چقدر بهم میاین شما دوتا,"""غیرتنفر"""
1984,1984,از افغانستان بیای بدون بازی عجیب و غریبی بمعروف شی محبوب شی بعدم زن یه سوپر استار معروف شی تو پول و خوشبختی برقصی خدا باهاش نیس کی باهاشه,"""غیرتنفر"""
1985,1985,عزیز دلم دختر قشنگم خوش باشی همیشه انشاالله همراه با یارت,"""غیرتنفر"""
1986,1986,ادم کنار کسی که دوسش داره باشه تمام زمان مثل ثانیه میگذره و تو دلت میخواد جلوشو بگیری ولی حریف زمان لعنتی نمیتونی بشی و این پر درده,"""غیرتنفر"""
1987,1987,ازصدای سخن عشق ندیدم خوشتر,"""غیرتنفر"""
1988,1988,اینو پاتریک هم گفته بود مشترکه کویا,"""غیرتنفر"""
1989,1989,کنار هم سبز باشید مدام,"""غیرتنفر"""
1990,1990,چرا تیک آبی برای پیجت نمیگیری,"""غیرتنفر"""
1991,1991,بهبه دسته گل‌های محمدی,"""غیرتنفر"""
1992,1992,دیپلم افتخار برای تو اخه در حدی نبودی که بگیری واقعا نبودی لعنت به اون داوری افتضاح بازی میکنی حسات اصلا خوب در نمیاد,"""تنفر"""
1993,1993,شما هم اومدید کامنت نوید محمد زاده بخونید,"""غیرتنفر"""
1994,1994,تا ابد خوشبخت و باهم لاشید,"""غیرتنفر"""
1995,1995, اخه تو گوگل نوشه متولد,"""غیرتنفر"""
1996,1996,گذشت زمان کنار یار اصلا معلوم نمیشه,"""غیرتنفر"""
1997,1997,فرشته بانو با این قد و بالایی که شما داری و این زیبای نچرالی که شما داری میتونی بعنوان دختر شایسته سال انتخاب بشی شک نکن,"""غیرتنفر"""
1998,1998,هر چی افغانیها ریخته زیر پیچ سکینه,"""تنفر"""
1999,1999,شعار نده همین افعانیا به خون ایرانی تشنه هستن پول ایرانو مسخره کردناب هیرمند رو بستن کلی به دختران و کودکان ایرانی تجاوز کردن,"""تنفر"""
2000,2000,ڕێز و ایحترام بۆ کاکه نهوید,"""غیرتنفر"""
2001,2001,سکینه خانوم چطوری خوبی سکینه جان ,"""غیرتنفر"""
2002,2002,افغانی چرا اینستاگرام تاییدت نکرده,"""تنفر"""
2003,2003,فرشته من نوید از نزدیک دیدم برای فیلم ناهید اومده بود بندرانزلی باهاش عکس دارم خیلی باحاله ایشالا همیشه خوشبخت باشید تو دختر خیلی قوی هستی,"""غیرتنفر"""
2004,2004,حالا سکینه مگ بده اسمتو گذاشتی فرشته خوب بچو سکینه‌ام دیگ,"""تنفر"""
2005,2005,ای جونم خوشبخت باشید تاابد,"""غیرتنفر"""
2006,2006,عاشق جفت تون ام عشقین چشم بخیل کور,"""غیرتنفر"""
2007,2007,موخام چقدر قیافه نازی دارایی دخمل,"""غیرتنفر"""
2008,2008, از پیج امین فردین دیدی اخه افشاگری میکنه,"""غیرتنفر"""
2009,2009,منم اسم خواهرم فرشته حسینی هم وطن جان,"""غیرتنفر"""
2010,2010,سکینه حسینی افغانی شبیه مرد میمونی,"""تنفر"""
2011,2011,بچه‌های رفع تیرگی این روزا کم کار شدن جریان چیه نگرانشونم,"""غیرتنفر"""
2012,2012,مرد اونکه عشقشو جار بزنه بمونید برای هم,"""غیرتنفر"""
2013,2013,خدا شکر نوید یکی مثل خودش گرفت فراموشت نمی‌کنم اموختی ارزو به واقعیت می‌رسد,"""غیرتنفر"""
2014,2014,باز این دوتا لوس و نونور,"""تنفر"""
2015,2015,عکساتو سیاه نکن بزار قشنگی رنگ چشمای قهوه ایتو تو نور خورشید همه ببین,"""غیرتنفر"""
2016,2016,سمت چپ عنسمت راست سلطان,"""تنفر"""
2017,2017,امیدی به روزهای خوب دارین,"""تنفر"""
2018,2018,چرا ملت ما فقط بلدن بهم توهین کنن یا با توهین کاری درس میشه,"""تنفر"""
2019,2019,همه انسانها دوستدارن زیبا باشن شما ام میتونید زیبایی خودتونو چند برابر کنید,"""غیرتنفر"""
2020,2020,روز فرشته روی زمین مبارک,"""غیرتنفر"""
2021,2021,تویی که الان داری کامنتمو میخونی اگه امروز کسی بهت نگفت بهترینی من بهت میگم تو بهترینی از تو فقط یکی تو دنیا وجود داره پس قدر خودتو بدونحتی اگه یه نفر هم با کامنت حالش خوش شد عالیهمهم نیست که بقیه بهم فحش میدن,"""غیرتنفر"""
2022,2022,روز زن سالی چند باره,"""تنفر"""
2023,2023,روز زن به تمامی زن‌ها سرزمینم مبارک,"""غیرتنفر"""
2024,2024,روز جهانی زن شاد باد,"""غیرتنفر"""
2025,2025,نیم یک هزارمش رو هم ندارن,"""غیرتنفر"""
2026,2026,چقدر خوب یه مرد قدردان محبت‌های مادر و همسرش باشه,"""غیرتنفر"""
2027,2027,روزای خوب نمیرینن واسمون که بایدهمت کنیم,"""غیرتنفر"""
2028,2028,والا تو ایران ک مردها دیگ دارن رسما میزان و بازم همه به فکر زنان هستن,"""تنفر"""
2029,2029,دو تا خانوم داری با یکیشون مادرتونه,"""غیرتنفر"""
2030,2030,تو رو ساختن برای خدمت به بن سلمان,"""تنفر"""
2031,2031,روزشون مبارک توایران که زنونگی فقط تجاوزاشوفهمیدیدم,"""غیرتنفر"""
2032,2032,ای جان بمونید برای هم چ کپشن زیبایی سینا جان,"""غیرتنفر"""
2033,2033,داداش یه عکس با کیفیت‌تر نداشتی بزاری انگار عکس شبکه یک اومده عکس گرفته,"""تنفر"""
2034,2034,به امید روز بهتر برای همه مون,"""غیرتنفر"""
2035,2035,زن را,"""غیرتنفر"""
2036,2036,روز زن به همه غیور زنان ایرانی مبارک,"""غیرتنفر"""
2037,2037,زنانی که در سرزمین خود اسیرند,"""غیرتنفر"""
2038,2038,ممنونم ایشالا روز جهانی شما,"""غیرتنفر"""
2039,2039,وای سینا اول ندیدم خودت گذاشتی میخواستم برات بفرستمش بگم ببین افشات کردن,"""غیرتنفر"""
2040,2040,تو یک روز نیستی,"""غیرتنفر"""
2041,2041,دمت گرم غمت کم پیک آخر پیک ادب به سلامتی هر چی با ادب,"""غیرتنفر"""
2042,2042,خانمهای عزیز روزمون مبارک شاد باشید,"""غیرتنفر"""
2043,2043,به به چه عکس زیر خاکی,"""غیرتنفر"""
2044,2044,هشت مارس روز زن برتمامی بانوان هموطن سرزمین ایرانزمین خجسته وهمایون باد,"""غیرتنفر"""
2045,2045,سینی کجارو داری مینگریدوربین اینوره,"""غیرتنفر"""
2046,2046,ماهم میتونیم اون زنانت رو بسازیم,"""غیرتنفر"""
2047,2047,مهم اینه که مرد روشن فکری باشیم و این حق رو به بانوان بدیم تا که اونها هم مثل ما سهمی برابر از این زندگی داشته باشند,"""غیرتنفر"""
2048,2048,خیلی ممنون از تبریک زیبا,"""غیرتنفر"""
2049,2049,جمع کنید بابا لیسور بازیتون کی تموممیشه هر روز روز زنه گاییدین مارو,"""تنفر"""
2050,2050,نساز‌ترین زن‌ها زنان ایرانن,"""تنفر"""
2051,2051,چه قاب زیباییسایه مادر محترم مستدام و کنار دکتر عزیز سالیان سال خوشبخت باشینروز جهانی زن مبارک باد,"""غیرتنفر"""
2052,2052,ایکاش صحبت و ادب را هم به شما می‌آموختند,"""تنفر"""
2053,2053,با اینکه یه روز در میون روز زن و دختره بازم مبارک باشه,"""غیرتنفر"""
2054,2054,بابا بسه سینا جان چقدر خود شیرینی شما آخه میخوای خانوما بیان بهت بگن آفرین دمت گرم,"""تنفر"""
2055,2055,خدا مادر محترم و همسر نازنینت را برات سالم و شاد برات نگه داره,"""غیرتنفر"""
2056,2056,آنقدر رو مخم نرید چند روز روز زنه,"""تنفر"""
2057,2057,سینا خیلی فهمیده ایواقعا معلومه بچه تهران هستی,"""غیرتنفر"""
2058,2058,فرخنده باد به امید ازادی,"""غیرتنفر"""
2059,2059,سلام سینا جان ممنون از برنامههای عالی شما,"""غیرتنفر"""
2060,2060,روز ما اون روزیه که برای نوع زندگی کردن و انتخابهامون زیر سوال نریم روزیه که نگن تو زنی درست نیست برات اون مرده براش زشت نیست روزیه که حق آزادی داشته باشیم برای نفس کشیدن بدون ترس بدون استرس,"""غیرتنفر"""
2061,2061,دمشون گرم زنده باشن الهی,"""غیرتنفر"""
2062,2062,همیشه کنارهم شاد و سلامت باشیدروز جهانی زن و خدمت همه خانمها تبریک میگمبه امید حقوق برابر بین زن و مرد در تمام دنیا مخصوصا توی ایران,"""غیرتنفر"""
2063,2063,ما مگه حقی هم داریم اصلا مبارک باشه,"""غیرتنفر"""
2064,2064,من تا هالا ندیدم یک عروس و مادر شوهر اینقدر شبیه,"""غیرتنفر"""
2065,2065,روز زن به تمام زنان این سرزمین که نامش ایران است تبریک میگم,"""غیرتنفر"""
2066,2066,چقدر شما خوبیدممنون که همیشه از حقوق زنان دفاع میکنید وممنون که حتی تو عکس هم هیچکدوم اول یا دوم قرارندادین,"""غیرتنفر"""
2067,2067,آگهی استخدام به تعدادی کارگر برای گوزیدن به بسته‌های چیپس نیاز مندیم,"""غیرتنفر"""
2068,2068,سلام سینا جان من پرسیدم تکرار تو روزجمعه پخش تکرارش چه ساعتی و چه روزی پخش میشه,"""غیرتنفر"""
2069,2069,انشاالله همیشه خوش و سلامت باشید,"""غیرتنفر"""
2070,2070,هر دو زیباخداوند نگهدارشان باشد,"""غیرتنفر"""
2071,2071,اقا هر سال همین عکسو میزارید,"""غیرتنفر"""
2072,2072,زنانی که حتی نیمی از حق آزادیشون رو هم ندارن,"""غیرتنفر"""
2073,2073,عزیزم چه عکس زیبایی امیدوارم همیشه کنار هم شاد و سالم و پر آرامش باشید,"""غیرتنفر"""
2074,2074,درود بر زنان سرزمینم زنهایی که مردانه‌تر از مردها زندگی را میسازند,"""غیرتنفر"""
2075,2075,ب امید ازادی تمام زنای سرزمینم,"""غیرتنفر"""
2076,2076,سه تاتون ار نظر چهره شبیه به هم هستین تو این عکس,"""غیرتنفر"""
2077,2077,چرا همه تو کامنتا دارن تبلیغ میکنن ,"""غیرتنفر"""
2078,2078,چقد زر میزنی سینا تو اگه وجود داشتی فرار نمیکردی بری اونور آب,"""تنفر"""
2079,2079,برو دنبال کارت شو درباره همه چیز نظر نده,"""تنفر"""
2080,2080,سینا جان خیلی برنامه چند شنبه با سینا جالبه و تو ایران کلی طرفدار داری,"""غیرتنفر"""
2081,2081,خدا نگهداره برات شما رو هم برای اونها نگهداره پسر و همسر گل,"""غیرتنفر"""
2082,2082,اون خانم شبیه خواننده کشتی تایتانیکه,"""غیرتنفر"""
2083,2083,خدا مادرتو حفظ کنه سینا جون,"""غیرتنفر"""
2084,2084,روزمون مبارک ازادی مازنان ازدرون خودمون شروع میشهخودباوری خوداگاهی رمزموفقیت ماست,"""غیرتنفر"""
2085,2085,هرجا باشی موفق باشی چشمنخوری,"""غیرتنفر"""
2086,2086,موقع رانندگی اگر شال از سرمون بیوفته اس ام اس بدحجابی میاد و ماشینو توقیف میکنن,"""غیرتنفر"""
2087,2087,اگه سینا پیامم رو ریپ بزنه میرم درس میخونم,"""غیرتنفر"""
2088,2088,میگن اگر دیدی یک مرد به زنها مثل پرنسس برخورد می‌کنه مطمئن با اون مرد رو یک ملکه بزرگ کرده,"""غیرتنفر"""
2089,2089,همیشه در کنار هم شاد باشید,"""غیرتنفر"""
2090,2090,دارن تو ایران مثل مهریه تو خبر نداری,"""تنفر"""
2091,2091,سیناجان انشاالله خداوند بزرگ این عزیزان وبرات حفظ کنه انشاالله دنیای فردا دنیای بهتری برا زنان باشه روز همه زنان دنیا مبارک,"""غیرتنفر"""
2092,2092,به به خوشتیپ کی بودی سینا جان,"""غیرتنفر"""
2093,2093,هشتم مارس روز جهانی زن بر همگان خصوصا زنان رنجدیده در راه خدمت به آزادی بیشتر زنان مبارک باد,"""غیرتنفر"""
2094,2094,آفرین به مردایی مثله شما,"""غیرتنفر"""
2095,2095,روز زن هم بر خانم شما هم مبارک ممنون از حمایتون,"""غیرتنفر"""
