,0,1
1405,نمیدونم تا کی قراره هر روز روز زن باشهبنظرم از یه جایی به بعد باید این روند قطع بشه,"""تنفر"""
1406,افرین خوب میشوری همه رو,"""تنفر"""
1407,نیمی از آزادی رو ندارن خوارمادر مردا رو آوردن جلوی چششون وای به حال اینکه نیم دیگشم بدست بیارن,"""تنفر"""
1408,زشت و بد تیپ و چیپ,"""تنفر"""
1409,بینهایت عکس قشنگیهماشالله به جفتتون,"""غیرتنفر"""
1410,تتلو هم مخواهد عین مرداد جم که دنیا حامله کرد مخواهد سحر قریشی حامله کنه ولش کنه,"""تنفر"""
1411,اخه بشاشم تو عمامت تو از علم چه میدونی که بخای سفر علمی بری,"""تنفر"""
1412,ریدم دهنت که فیلم نیسان آبی رو خراب کردی خرمی,"""تنفر"""
1413,چرا فیلم ازخودت وامیر تتلو نمیزاری پست,"""غیرتنفر"""
1414,اقا تتلیا ریختن اینجا فالوورای سحرو نگا,"""غیرتنفر"""
1415,زندگی بدونه سمیرا خر است تمام,"""غیرتنفر"""
1416,دیگ به دیگ میگه روت سیاه,"""تنفر"""
1417,مگه تو با طارمی نبودی,"""غیرتنفر"""
1418,ای سحر قریشی د گیج زغالیا حونه تتلو چی میها بیا خرم اباد تا یه گونی زغال بلیبلوطدرجه یک بیم وت خوارم,"""تنفر"""
1419,یه کلیپ دیدم فهمیدم خودتی کلک خیلی کلکی,"""غیرتنفر"""
1420,کمپین نه به حذف یارانه مجلس طویله بع بع بع وبرگشت قیمت هابه حداقل سال قبل امری لازمست وگرنه قحطی و مرگ طبیعی وکشتارحکومت لازم است,"""تنفر"""
1421,ایا شما با تتلو رابطه دلرید,"""غیرتنفر"""
1422,پارسال مهرادو دنیا امسالم سحر و تتلوو ما هم علاف اینها,"""تنفر"""
1423,آدم باید تو زندگیش یه مهر ماهی داشته باشه,"""غیرتنفر"""
1424,سحر و تتلو باهم هستن جواب بدین,"""غیرتنفر"""
1425,ای خودا دستش چی شده,"""غیرتنفر"""
1426,انگار خماره شکلش هم عوض شده,"""تنفر"""
1427,چرا انقد جذاب و خواستنی,"""غیرتنفر"""
1428,حجی بحث اول انسانیت طرف رل زده زنش شده اخه ب شما چه این ملت همه رو گاییدن بسه دیگه مگ اینا حق ندارن از بس ک این ملت هیچ بدم میاد از همه,"""تنفر"""
1429,آقا پس چرا تتلو رو فالو نمیکنه والا مهراد جم از همون اول دنیا رو فالو کرد,"""غیرتنفر"""
1430,راسته میگن با تتلو رل زدی,"""غیرتنفر"""
1431,افغانی لاغرکردی ازقیافه افتادی پیرسگ,"""تنفر"""
1432,خونه خوبه خونه مامانم نویده,"""غیرتنفر"""
1433,خانم قریشی پایدار باشین و به حواشی توجه نکنید,"""غیرتنفر"""
1434,سحر خانم درسته که شما با امیر تتلو رل زدی,"""غیرتنفر"""
1435,چه اعتماد به نفسی هم داره نمیدونه مثل اونجای مرغه,"""تنفر"""
1436,تو ام عین رونالدو بیشتر فالوورات فیکه  میلیون فالوور داری بعد  هفته نزدیک  هزار تا لایک خورده,"""تنفر"""
1437,تو هم اخرو عاقبتت مثل زهره فکور صبور و ازاده نامداری میشه حالا از ما گفتن بود بدبخت,"""تنفر"""
1438,قربون اون پیشی برم من,"""غیرتنفر"""
1439,چرا دیگ افکت میزاری از قیافت و رخت راضی نیستی مگ,"""تنفر"""
1440,چه قدر کنار هم قشنگینا,"""غیرتنفر"""
1441,جالب هس نوید عینک جوشکاری ش رو نزده,"""تنفر"""
1442,بنام زنان وبکام مردان هوسران,"""تنفر"""
1443,قربونش برم دستش اسیب دیده,"""غیرتنفر"""
1444,فرشتهه این نوید کراش همه ملت ایرانی بود مرسی ک کراشمون رو مخشو زدی,"""غیرتنفر"""
1445,داداش یه عکس با کیفیت‌تر نداشتی بزاری انگار عکس شبکه یک اومده عکس گرفته,"""تنفر"""
1446,وقتی میخای از تتلو لب بگیری نمیترسی ازش,"""تنفر"""
1447,ای جان الکی نیست ک من عاشق شما دوتا هستم چش شده پیشی کوچولو,"""غیرتنفر"""
1448,ای برار اینا کونشونم بازه چی برسه زیپشون,"""تنفر"""
1449,سحر پولدار شد از این ب بعد تتلو میزنه نفت درمیاد صادر میکنن,"""تنفر"""
1450,سحر ب عشق امنیت احساس ب عاطفه احساس ب لامسه مهروعلاقه وتوجه خواص ازطرف مقابلش داشت ک صفت محکم سحرتواغوشش بغلشو گرم گرم کنه ازذوق وشوق عشق محبت ولی متاسفانه هیچ کدومش ب رنگ چشاش تابحال ندیده ونچشیده ودرحسرت ی زندگی ی نگاه عاشقانه پرمهرومحبت ودوست داشت واغوش وبغله متاسفانه تابحال ن کسی قدر سحرودونست ن لیاقت اینهمه خوشگلی وخوش فیسی وطرافت ک داره خوب بوش کنه وحس ولمسش کنه ک نبایدسحر دوست داشتنی راازدست داد,"""غیرتنفر"""
1451,بهونه ایی شد واسه یاد رفیق‌های قدیمیاینم قشنگ بود,"""غیرتنفر"""
1452,بچه‌ها عکس پروفایلمو عوض کردم یه وقت گمم نکنید,"""غیرتنفر"""
1453,ملت غارت شده‌ی ایران اگر برنخیزیم و حق خویش نگیریم بزودی تمام ثروت توسط نظام فاسد و ظالم غارت خواهد شد,"""تنفر"""
1454,سندرم سفر علمی بیقرار دارن دهن سرویس‌ها طرف تک تک سلولهای خاکستری مغزش برای بشر مفید بوده و هست انواع جایزه‌های علمی رو برده اینقدر سفر علمی نرفت,"""تنفر"""
1455,معلیین قشر زحمت کشو مظلوم با کمترین حقوق و شریف‌ترین بایدم از زمین و زمان طلبکار باشیم ازشما مفتخورا که خیلی مفیدتریم,"""تنفر"""
1456,سحر جونروی سنگ گبرت مینویسماگه تتلو نبودشاید الان اینجا گبری نبود,"""غیرتنفر"""
1457,خداوکیلی تو به چیه نوید دل بستی خوشت اومد شبیه مردای  و  سالس,"""تنفر"""
1458,سرزمین تو عربستانه تلخک بیچاره,"""تنفر"""
1459,پول جمشید قاسم پور خوردن نداره,"""تنفر"""
1460,کاش به ما هممیدی میرفتی,"""تنفر"""
1461,اینا باید خودشون و صیانت کنن,"""تنفر"""
1462,الهی همیشه کنار هم خوش و خرم باشید,"""غیرتنفر"""
1463,حال میکنی با تتلو هسیا,"""غیرتنفر"""
1464,مبارک باشه لایک کنین کامنت رو,"""غیرتنفر"""
1465,ناخن هاتو کوتاه کن نوید جان بهداشت فردی چیشدپس,"""تنفر"""
1466,چی شد که میلیون شدی تک ابی هم که گرفتی,"""غیرتنفر"""
1467,مبارک باشه با تتلو تا الان دیگه پرد تو زد,"""تنفر"""
1468,جنسای تتلو بت میسازه خوب چت میکنی رو آتیش روزای اول مواد کشیدنت بت حال میده باز برو کباب بزن,"""تنفر"""
1469,خونه‌ات باشه ویلای تتلو,"""غیرتنفر"""
1470,کی پیج تتل رو داره,"""غیرتنفر"""
1471,حالتون عجیب و جالبه انگار همو خیلی درک میکنید,"""غیرتنفر"""
1472,شما سلبریتی‌ها همتون یکی هستید روز به روز هر کدمتون که از طریق همین مردم مشهور شدیدپشت می‌کنید به کشورتون میریدواقعا براتون متاسفم,"""تنفر"""
1473,منبراش طارمی بودم ولی اون تتلو رو دوس داشت,"""غیرتنفر"""
1474,فرشته و نوید عزیز بابت میهمان نوازینون کمال تشکر رو دارم خیلی خوش گذشت,"""غیرتنفر"""
1475,پولای جمشید قاسم پور رو بردی برا تتلو خرج کنی,"""تنفر"""
1476,مراقب سلطان باشی حاج خانوم,"""غیرتنفر"""
1477,معموله این مدل عکس گرفتن,"""غیرتنفر"""
1478,سلام سینا جان دراز بی خاصیت دلقک بین المللی,"""تنفر"""
1479,اگه  میلیونت فیک نبودن با حاشیه تتلو آخرین پستت کم کم  میلیون بازدید یا لایک میخوردکلا خودت و پیجتو همه چیت فیکین,"""تنفر"""
1480,سلطان مونو با خودت نبر,"""غیرتنفر"""
1481,طول سال هر روز روز زنه اون وسطش به چند روز عید و بقیه مناسبت‌ها رو جا دادن ضایع نباشه,"""تنفر"""
1482,دنباله فالوور و چیز کلک بازیا ذات ادما تو قیافشونه تمام اصناف و پوشش دادی خسته نشدی ذاتت و انرژیه درونت تو قیافته,"""تنفر"""
1483,خدایا مارو از شر این مسیولین که چه عرض کنم احمقها نجات بده دمت گرم سینا ی دونه‌ای واسه نمونه‌ای,"""تنفر"""
1484,فرشته چقد خشگلی تو لنتی,"""غیرتنفر"""
1485,عشقتون پایدار چشم حسوداتون کور,"""غیرتنفر"""
1486,حیفه شد رفتی پیش تتلو,"""تنفر"""
1487,سینا دلقک عامل استخبارات عربستان,"""تنفر"""
1488,کیا اومدن ببینن درباره تتلو چیگفتن,"""غیرتنفر"""
1489,واقعا رفته پیش تتلو آیا,"""غیرتنفر"""
1490,زنگ بزن به مهدی طارمی,"""غیرتنفر"""
1491,قولفونشون چقدر بهم میاین شما دوتا,"""غیرتنفر"""
1492,چقد گایدت تتلوتونسی تا دو ساعت کمرشو تحمل کنی,"""تنفر"""
1493,وعشق تو عشق تو و ناز تو سوز منو سلز تو,"""غیرتنفر"""
1494,گور بابای هر چی اخوند دار و دسته‌اش,"""تنفر"""
1495,ی پیام تسلیت استوری نکرد واسه همبازیش زهره فکورصبور این حرکتش نشون دهنده خیلی چیزاست,"""غیرتنفر"""
1496,ڕێز و ایحترام بۆ کاکه نهوید,"""غیرتنفر"""
1497,فرشته جان زیبا یه نینی خوشگل مثل خودت براش بیار,"""غیرتنفر"""
1498,خوشگل‌ترین دختر اینستا اومدش,"""غیرتنفر"""
1499,مگه توره جمشید قاسم پور نگفت بیای ایران کجا رفتی,"""غیرتنفر"""
1500,ولی رو اینا که کم نمیشه,"""تنفر"""
1501, میلیون نیاز دارم ماشین بخرم کرایه کشی کنم پول درآرم زن بگیرم سحر,"""غیرتنفر"""
1502,یعنی شایعه ازدواج با تتلو پس چرا تتلو خودش گفته درسته,"""غیرتنفر"""
1503,ناموسن جوابم بده راستش بگو راسته ک تو عید عروسی میکنی باهمون,"""غیرتنفر"""
1504,تو یک روز نیستی,"""غیرتنفر"""
1505,بابا یکی اینو بفرسته فضا دنبال اکتشافات,"""تنفر"""
1506,مبارک باشه انشالله خوشبخت‌ترین باشید زیباترین,"""غیرتنفر"""
1507,سحر مال مهدی بهتر بزرگ تره یا امیر,"""تنفر"""
1508,به نوید بگو ناخونش و بگیره,"""غیرتنفر"""
1509,مبارک باشه عشقتون پایدار ایشالا به پای هم پیر شین,"""غیرتنفر"""
1510,اشغال نرم ایران خوش بحال افغانی‌ها بدون جنگ دارن ایران رو اشغال میکنندفعلا یک سوم تهران و کرمان و یزد و بلوچستان و قم و شیراز و اصفهان و قزوین و ساوه ورامینبندر عباس سمنان مشهد و را اشغال کردند,"""تنفر"""
1511,کاش به جای خانم فکور این میمون مرده بود,"""تنفر"""
1512,عاشقتم ک کسیو از قلم نمیندازی,"""تنفر"""
1513,کوسو دادی تتل یا ن,"""تنفر"""
1514,ببین مملکت چهل و سه ساله دست کیا افتاده,"""تنفر"""
1515,عشق من خااله سحر بخورمت من,"""غیرتنفر"""
1516,چه خبر از تتلو باهم خوبین مواظب تتلو باش,"""غیرتنفر"""
1517,تتلو شبیه وزغ جنگلی هست متهوم حال بهم زن,"""تنفر"""
1518,رفیقت مرد ی استوری نزاشتی یعنی چالش  باز کردن از رفیقت و همکارت زهره فکور واجبتره,"""غیرتنفر"""
1519,تخم حلال‌تر از تتلو تخم حروم آدم نبود که خودتو بچسبونی بهش التماس تفکر,"""تنفر"""
1520,اصلا خوب کردی رفتی مگه تتلو چشه,"""غیرتنفر"""
1521,انشالله همیشه خوش باشید و سلامت عزیزم,"""غیرتنفر"""
1522,خانم حسینی کوردی یادگرفتی از همسرتون,"""غیرتنفر"""
1523,واقعا متعجبم از شما سلبریتیا که ابروی خودتونو دستی دستی میبرید,"""تنفر"""
1524,اولینباره هر دو مرتب لباس پوشیدین عالیه,"""تنفر"""
1525,پس بالاخره کونو به گاییدن دادی قریش,"""تنفر"""
1526,حیف هوایی که مومن نصب تنفس میکنه,"""تنفر"""
1527,چرا میگن با تتلو رابطه داره,"""غیرتنفر"""
1528,سحر قریشی یا امیر تتلو,"""غیرتنفر"""
1529,یکی نیست با ما دوست شه,"""غیرتنفر"""
1530,فقط حواستو جمع کن تتلو معتادت نکنه,"""غیرتنفر"""
1531,اوکی اون خیلی خوبه ولی اخه تو با اون,"""تنفر"""
1532,وای وای وای دو تا جیگر,"""غیرتنفر"""
1533,اره تو باس از زمین و زمان طلبکار باشی که دس به سیاه و سفید نمیزنی فقط بابت زر مفت و بی اساس و بی پایه پول مفت به جیب میزنیتو باید طلبکار باشی که از دسترنج ملت میخوری نه اون معلمی که وقت و اعصاب روان و جوانیشو میذاره برا تعلیم و تربیت بچه‌های امثال شماها که بعد بیای چرت و پرت بگی خجالت بکش,"""تنفر"""
1534,واقعا رفتی پیش تتلوی کثیف,"""تنفر"""
1535,من کیفم تو کت تویی ک ده م فالوور داری یه نفرم فالو نداری باو توعم یه منی هستی خیلی متاسفم برا اون ده م ک کصخلت شدن,"""تنفر"""
1536,از بندازت رونمایی کن خو,"""تنفر"""
1537,فعلا همه چیزمان دردست همین ابلهانه و اونابرامون تصمیم میگیرند چه بپوشیم بخونیم بخوریم و این بدبختی یه ملته که سران مملکتش توخصوصی‌ترین کارهاشون هم دخالت کنند,"""تنفر"""
1538,سرزمینت همون جاست که داری زندگی میکنیتو و امثال تو خودتونو نچسبونین به ایرانچون اگه ایرانی بودین همین جا میموندین تا شاید با هم کاری میکردیم که هممون از این خراب شده نجات پیدا میکردیمنه این که چون شماها وضعتون خوب بود و شرایطشو داشتین از این جهنم رفتین اونور آب و حالا نشستین واسه مردم ایران دل میسوزونین و ادای روشنفکرهارو در میارین,"""تنفر"""
1539,همه ایندتو همه چیتو به خاطره این خانوم باز از دست دادی یعنی خاک دوعالم تو سرت,"""تنفر"""
1540,امید وارم هرجای دنیا هستی خوش باشی عزیزم,"""غیرتنفر"""
1541,این آقای تیم مذاکره کننده حتی کمربند هم یادش رفته چه برسه به زیپ شلوار ش این همه عجله برای رفتن به صفا سیتی,"""تنفر"""
1542,تو ی طلبه بیش نیستی خودتونوتواین کارهادخالت ندین چون درحدش نیستید پس خفه بشین وبشینین سرقبرهاو نوحه تونوبخونید,"""تنفر"""
1543,میترسم از فردا بری با اقای رئیسی رل بزنی بعید هم نیست حاج خانوم,"""تنفر"""
1544,عزیزای دلمیدشمادوتاعشقهاالهی بمونیدواسه همدیگه تادنیادنیاست,"""غیرتنفر"""
1545,مبارکه مبارک به پای هم پیر شین,"""غیرتنفر"""
1546,شورشودراوردین اه اه همش سحر تتلوحالمون بدشد باباب جهنم رفتن باهم رل زدن,"""تنفر"""
1547,چقدر میدی سرت کلاه بزارم,"""غیرتنفر"""
1548,خداکنه تتل غول مرحله آخر باش,"""غیرتنفر"""
1549,بخواطر تو نیسان ابی رو دیگه نساختن,"""غیرتنفر"""
1550,یکی به این تخم صیغه‌ای بگه اگه شیخ فلانی سیصد سفر علمی رفته با پول جیب خودش رفته نه با بیت المال تو کونتم پاره کنی که نداری واسه کارکردن نهایت پول از قم تا مشهد رو بتونی با روضه خونی جمع کنی,"""تنفر"""
1551,لیاقت تتلو خیلی بیشتر از سحره,"""تنفر"""
1552,سحر جان همه سایزو تجربه کردن رفتن سراغ هفت رنگشبراش جذابه اخهیاد اون کلیپش میفتم ک میگ کنار مردا منقلب میشماویی خدا,"""تنفر"""
1553,زنان ذاتا موجوداتی بهشتی هستند فقط بر روی کره زمین جهنمی هستند اما مردها در هر دو جهنمی هستن,"""تنفر"""
1554,سحر سلطان تتلورو بازیگر کن,"""غیرتنفر"""
1555,ای وای این کوچولو کیه,"""غیرتنفر"""
1556,بعد تتلو با کی میخوای بری بگو,"""تنفر"""
1557,چه قد به هم میایین عزیزای دلم,"""غیرتنفر"""
1558,سرنوشت فقط میتونه دست خود آدم باشه مثل تو تتلو,"""غیرتنفر"""
1559,حالا چی شداخرش زنش شد یان,"""غیرتنفر"""
1560,با کس دادن ب دیگران خود را معروف نکنید,"""تنفر"""
1561,ماشالله به سحر جون همه رو داری سرویس میدی خدا بهت قوت بده خانم عن آبروی هنر رو بردی تو,"""تنفر"""
1562,شما دارین چه میگین برا خودتون,"""غیرتنفر"""
1563,سحر گاز ورمه گاز ورمع پولا جمشید بدبخت رو کجا بردی,"""غیرتنفر"""
1564,جای مگس در مستراح است و بر روی عن یک مگس راهش را به مستراح پیدا میکند حتی اگر مستراح در دورترین نقطه یا عنی در بیابان باشد موفق باشی مگس اخوند بمال,"""تنفر"""
1565,خوشحالم چون واقعا مهدی حیف بودبا دل ساده عاشق هرزه‌ای مثله تو شده بوداینو یادتنگه دار حالا شاید خدا اونجوری که ما فکر میکنیم نیسامایروز بدجور میزاره تو کاستایشونم چن وقت نشده عین آشغال میندازدت دورحالا ببین,"""تنفر"""
1566,دست ما کوتاه و خرما بر نخیل,"""غیرتنفر"""
1567,خدا مرگش بده بزودی انشاالله همین گوه خورد که این پست رو گرفته,"""تنفر"""
1568,خدایی خوب میرنی بهشون اونم به روش سینا دمتگرم که بلدی سوتی بگیری از یمشت نفهم بیشعور و بیسواد,"""تنفر"""
1569,شوهر کیلو چنده جدی نگیرید,"""غیرتنفر"""
1570,سحر خانم بازیگر معروف ایرانی جذاب و مهربون,"""غیرتنفر"""
1571,باهاش کات کنی فیلم سکس تونو پخش میکنه دهنت سرویسع,"""تنفر"""
1572,بابا این طلبه‌ها همشون اینطوری آن,"""تنفر"""
1573,مبارک باشه به پای هم پیرشین حاج خانم وحاج تتل,"""غیرتنفر"""
1574,میلیون نفر از طرف تتلو فالوت کردن بکش بیرون از سلطان,"""تنفر"""
1575,تا معلم باشه هوس شورش و انقلاب به سرش نزنه نون سفره شون تامین بود ولی قدر ندونستن و شورش کردند حالا چی رو دیدیم بدتر از این در انتظارمونه,"""تنفر"""
1576,خوب تو که گوشی بع دستیچطوری تو چالش شرکت کردییه دستی,"""غیرتنفر"""
1577,یه تنه گند زدی به یه سریال,"""تنفر"""
1578,الان گریم میگیره ممنون خدانگهدار,"""غیرتنفر"""
1579,یعنی اومدی ترکیه نیسان ابی رو بسازی موندگار شدی رفتی پیش امیر تتلو,"""غیرتنفر"""
1580,خاک بر سر اون ده میلیونی که تو رو فالو کردن,"""تنفر"""
1581,آقا واقعا شوهر من پیدا نشد,"""غیرتنفر"""
1582,بابا یک مالی هم نیستی که ساخته شده باشی,"""تنفر"""
1583,وا خدا شما دیگه کی هستید بایدن پشت تریبون گوزید واسه شما سوژه نیست فقط یه گوز کوجولو بوده,"""تنفر"""
1584,گذشت زمان کنار یار اصلا معلوم نمیشه,"""غیرتنفر"""
1585,عجب بیشعوریه که همش زر بیخودی میزنه ,"""تنفر"""
1586,فقط همین مونده شما‌ها برید سفر علمی تا همین یکم آبرو شخصیت که واسه ایران مونده ببرید بیچاره مردم ایران که گیر شماها افتادن ببین آه شاه چجوری مردم ایران گرفته,"""تنفر"""
1587,شما بازیگری هستی که تو دل همه جا باز کردی سرکار خانم قرشی بهترینها براتون ارزو دارم,"""غیرتنفر"""
1588,تتل چی داره ک این تیغ بزنع,"""غیرتنفر"""
1589,این اخونده علمش کجاست که ادعای سفر علمی داره,"""تنفر"""
1590,تاج تتلو کنار قلب گذاشتی کهی میخوام باور کنم تو نیستی ک رفتی پیشش نمیشه,"""غیرتنفر"""
1591,سحر تتلو چی شدازکونش تاحالا چیزی کشیدی بیرون یه میلیاردی حداقل,"""تنفر"""
1592,خانم قریشی عزیز بخاطر این درس بزرگ و صبور بودنت و محترم بودنت نسبت به کامنتها و انسانهای حقیر و ناموفق و ساده که این همه از عقلشون استفاده نمیکنن تا واقعیتو ببینن براتون ازخدا بهترین اتفاقاتو میخوام و ازتون ممنونم بخاطر فیلم‌های قشنگی که بازی کردید و اوقات خوشی برای ما فراهم کردید,"""غیرتنفر"""
1593,بدبخت مامردم ایران که گیریک مشت مسئول بی سواد افتادیم,"""تنفر"""
1594,قریشی تتلو با هم بگین بق بقو,"""غیرتنفر"""
1595,یعنی لاس‌تر و جنده‌تر تو نیس,"""تنفر"""
1596,حیفه تو که با این سگ رنگارنگ رل بزنی,"""تنفر"""
1597,سلامنمیدونم رو حسادت حرف میزنید یا روی فضولی مگه شماها خودتون بچه پیغمرین یا امام زاده که دیگران رو محکوم به گناه نکرده میکنید عمل خوب یا بد هرکس پای خودش خدارو خوش نمیاد اینقدر به‌ی دختر که ناموس این مملکت هم خون ماست این همه تهمت و افترا واقعا متاسفم,"""غیرتنفر"""
1598,سندروم دست بی قرار داری همش دستت تو جیبته,"""تنفر"""
1599,واقعا با تتو ازدواج کرده,"""غیرتنفر"""
1600,من براش جمشید قاسم پور بودم ولی اون تتلو دوست داشت,"""غیرتنفر"""
1601,فقط با سجاد قریبی نبوده مهم نیست,"""تنفر"""
1602,دو تا بچه گربه میبینم,"""غیرتنفر"""
1603,شوخی کردم بابام نمیزاره موهامو رنگ کنم,"""غیرتنفر"""
1604,خدایش منوچهرهادی تونیسان ابی خود واقعیتو نشون داده هادمش گرم,"""تنفر"""
1605,الان به تو رو کس میدی این اهنگهای ان چی میگه دیگه سحر داره خیز,"""تنفر"""
1606,تتل ناراحت نشه یه وقت,"""غیرتنفر"""
1607,شکر از ان ارزو در تو بازیگری اموخت من را امیدوار ایند کرد ای رهبر بچه‌های پایین شهر ما را یادت نره,"""غیرتنفر"""
1608,عجب صبری خدا داده بهت,"""تنفر"""
1609,تتلو چی داره که مهدی نداشت,"""تنفر"""
1610,خاطره همو با تو وررق میزنم دایی چطوری,"""غیرتنفر"""
1611,جالب اینکه اینها از طرف مسئولان بالادستی خیلی پر مغز و گیرا هستند,"""تنفر"""
1612,خدایی خیلی قشنگین بمونین برای هم,"""غیرتنفر"""
1613,با این حساب بچه‌ی تتلو و سحر رنگین کمون میشه,"""تنفر"""
1614,سحری پیش تتل خان خوش می‌گذرع,"""غیرتنفر"""
1615,اینهمه دست درازی به دختران و همینطور پسران توسط معامان و کارکنان و غیره و ذالک انجام میشه که همه شون سنهایی بسیار بالاتر از این بچه‌ها دارن راست میگن اینترنت اونا رو که مغزشون خرابه قطع کنن,"""تنفر"""
1616,مث ادم بیا بگو با چه سگی هستی مردومو اسکول کردی خب رفتی اونجا ب تتلو بدی خب اقا باشه ماهم میگیم مبارک ولی خب توهم ادم باش دیگه بگو اره ما باهمیم خوشت از خودت میاد اره,"""تنفر"""
1617,کمپین نه به حذف یارانه مجلس طویله بع بع بع وبرگشت قیمت هابه حداقل سال قبل امری لازمست وگرنه قحطی و مرگ طبیعی وکشتارحکومت لازم است,"""تنفر"""
1618,خوشی باشهصدای خنده هاتون دائمی,"""غیرتنفر"""
1619,شو جدید برا پول و فالوور جمع کردن,"""تنفر"""
1620,دختر چرا از زمانی که رفتی ترکیه همش پای منقلی امین فردین پیج سوراخ کرد اینقد ازت استوری گذاشت,"""تنفر"""
1621,یه کجا‌ها داریم کشیده میشیم,"""تنفر"""
1622,مبارک تتلو همینه دیگه پول همه کار میکنه,"""تنفر"""
1623,میدونم توهم مشکل هایی تو زندگیت داری و تلاش میکنی که به هدف هات برسی و مشکلاتت تموم بشه اما دعای امروز من اینه که اول از همه سالم و سرحال باشی و مشکلاتت حل بشه و به هرچیزی که تو هدفت هست برسی,"""غیرتنفر"""
1624,همه انسانها دوستدارن زیبا باشن شما ام میتونید زیبایی خودتونو چند برابر کنید,"""غیرتنفر"""
1625,رفتی پیش تتل بگو سام بادی گیومی,"""غیرتنفر"""
1626,بچه‌های که زیره کرکره گیر کردن بیان بالا,"""غیرتنفر"""
1627,چقدر من این زوج و دوس دارم,"""غیرتنفر"""
1628,خفه شو بیناموس آزادی از نظر شماها چیه,"""تنفر"""
1629,توچقدر اش ولاشی که این تتلو تو پیجش گفت به فردین من سحر وهستم ولی به همه میده مال من تیغ داره ولی منم میکنمش واقعا هم میکنه لیاقتت همینه,"""تنفر"""
1630,خراب مثل توام مگه هست,"""تنفر"""
1631,تو پیشی منی و میو,"""غیرتنفر"""
1632,آخر جمشید بدبخت کردی تیغ زن,"""تنفر"""
1633,من براش مهدی طارمی بودم ولی امیر تتلو دوس داشت,"""غیرتنفر"""
1634,شاسمیخ نیمی از حقشون چی بوده که بهشون ندادن تو که داری اونور آب زندگی میکنی و حق زنان اطرافت از همه بالاخص خودت بیشتره بقیه رو بذار واسه کسانی که دارن تو اون مملکت زندگی میکنن قضاوت کنن وقتی اجحافی باشه هر دو گروه زن و مرد آسیب میبینن این مساله رو باید اول درک کنن کسانی که دم از حقوق زنان میزنن خصوصا تو کشورهای جهان سوم آقایون هم دچار همون بدبختی هایی هستن که زنان هستن چه بسا بیشتر فقط تو نوع بدبختی متفاوتند چرا واسه بدست آوردن چند تا فالور اراجیف میبافی,"""تنفر"""
1635,خب الآن ما چکار کنیم,"""تنفر"""
1636,بین مرگ و اشتباه فاصله زیاده با دستاهای خودت مرگ خودتو امضا نکن امثال تتلو تو دخترا غلط میخورن عشق براشون مهم نیست فقط تو حال هستن شما هم دست کمی از تتلو نداری بحرحال یاد یک جمله افتادم خدا در و تخته رو با هم جور میکنه,"""تنفر"""
1637,پدر سگ بیا پولا جمشید رو بده,"""تنفر"""
1638,,"""تنفر"""
1639,باید رید تو مملکتی که هرنمندش تو باشی,"""تنفر"""
1640,سلام تبریک میگم سحر جان با هم خوشبخت و خوشحال باشید,"""غیرتنفر"""
1641, ب توچه فضولی جای خدا تصمیم نگیر هرکسی رو تو قبر خودش میذارن اگر تصمیمشون واقعیه مبارک,"""غیرتنفر"""
1642,بهبه کی با سلطان تتل میرین تو اتاق شایدم رفتین با هم عشق و حال,"""تنفر"""
1643,چیه ملت تازه فهمیدن چه بیسوادهاوعقب ماندهای شدن مسئولپس بایدبه عقل همه شک کرد,"""تنفر"""
1644,سحر ناز شنیدم رفتی چرا اخه,"""غیرتنفر"""
1645,از تتلو مرد زندگی واستون درنمیاد حداقل تتو موقت بزنید بعدا بشه پاکش کرد,"""تنفر"""
1646,گندش در اوردی رفتی خونه پسره دختر فراری جمع میکنه ریحانه پارسا کجاس,"""تنفر"""
1647,تو که میگفتی در مرام من نیست و اینا چه زود خراب شدی,"""تنفر"""
1648,تو خواب هم ولش نمیکنی,"""غیرتنفر"""
1649,حالا خوبه رفتی ترکیه اگه رفته بودی امریکا فیلم بازی کنی هوس سیاه پوسته میکردی,"""تنفر"""
1650,مانا باشید در کنار هم,"""غیرتنفر"""
1651,با اینکه یه روز در میون روز زن و دختره بازم مبارک باشه,"""غیرتنفر"""
1652,روزای خوب نمیرینن واسمون که بایدهمت کنیم,"""غیرتنفر"""
1653,من چی بگم در وصف این همه زیبایی,"""غیرتنفر"""
1654,برا چی زندگی جمشیدو خراب کردی خدا ازت نگذره,"""تنفر"""
1655,بپای هم پیر شین با تتلو,"""غیرتنفر"""
1656,اگه گفتید الان کی زیر تتلو خوابه,"""تنفر"""
1657,تتلو پرده رو زده یا نه,"""تنفر"""
1658,این فقط با شاطر نونوایی نبوده,"""تنفر"""
1659,تتلو با همه تیک زد رف با سحر قریشی به نظر تتلو میخاد کل دخترای ایرانو گول بزنه ب مولا چون عقده داره,"""تنفر"""
1660,واقعا سحر  ملیون فالور از کجا آورده,"""غیرتنفر"""
1661,طلبکار فقط آخوندها هستند وگرنه معلم خواسته هاش بر حقه,"""تنفر"""
1662,تو هم توی بل بشو بازار سوراخ دعا راپیداکردی بانشون دادن اندام زنان وسیرکی که راه انداختی یهنون وفالووری درمیاری,"""تنفر"""
1663,بزن لایک و هر کی میگه عروسیه سحر با تتلو نزدیکه,"""غیرتنفر"""
1664,هر چقدر برینی به این طلبه‌ها اونا سیر نمیشن,"""تنفر"""
